,date,addr,user_xprism,user_amps,user_yluna,user_weight,base_apr,boost_apr,total_apr,current_daily_rewards,current_position_size,yluna_price,prism_price,yluna_staked,total_boost_weight,boost_accrual_start_time,boost_accrual_last_updated,active_boost,pending_reward
0,2022-04-06,terra1a9djpppccmf49hv80h55fj3ufh7j5dv6dre39s,204.891145,687.70398,5.0,0.0,23.108280492845523,0.0,23.108280492845523,0.2972855740764352,626.0473410462218,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1648645873.0,1649225958.0,0.0,294460.0
1,2022-04-06,terra15rmdt78spfk974sxawf6kcynn6nmu4a5yf0f3l,400.0,7971.893274,12.442275,307.221579,23.10828049284552,17.617005071070746,40.725285563916266,1.3037674516475153,1473.9869290624522,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1645781549.0,1649225958.0,7585839312.0,1296156.0
2,2022-04-06,terra1ezapytqyf49pmea2wwnmsp9uzw9jg54egpwgh2,1.563487,21.601962,0.0,0.0,0.0,0.0,0.0,0.0,1.194060588845741,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1646838048.0,1649225958.0,0.0,0.0
3,2022-04-06,terra16j2pews9gqxpatneamew0k8n66xppuhlp5g28v,9815.688935,59864.084956,252.006388,3816.030607,23.108280492845523,10.803897569540945,33.91217806238647,21.98889645265887,31163.26067719226,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1648169365.0,1649225958.0,57784605030.0,21724406.0
4,2022-04-06,terra10ccnc2qul7l58a9gcf58alc5jzqy8ck9gn9k7p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,0.0,0.0,0.0,0.0
5,2022-04-06,terra1ysgd4jqq7rqq35rsw92xsrv9d2vdxhtjyevdwy,7231.127051,89312.765868,9.007707,884.711515,23.108280492845523,70.07572297403634,93.18400346688186,2.1596919864577817,6368.477290666432,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1646477385.0,1649225964.0,86893863909.0,1883237.0
6,2022-04-06,terra1amm052qw0wk8ehpv48t4hgn0g5qj28ltyg6l9p,172.760662,104.215571,169.841958,0.0,23.10828049284552,0.0,23.10828049284552,10.098312797259158,16082.431015991488,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1649121708.0,1649225964.0,0.0,10002324.0
7,2022-04-06,terra1hes6lxklg0pn7fu3dnglkmuza4fl3g8pha7xek,5.462677,0.287596,0.0,0.0,0.0,0.0,0.0,0.0,4.1719357534115,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1649216865.0,1649225964.0,0.0,0.0
8,2022-04-06,terra1zrhcqdktu573rudnv8l3xvja39a4ex8hn0yu6q,8969.60618,186239.433125,0.0,0.0,0.0,0.0,0.0,0.0,6850.234915292034,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1645637476.0,1649225964.0,0.0,0.0
9,2022-04-06,terra1lcc0vsfpg7uc50hyvt58z3yzgfe4t5ehmm8nue,34.783453,7.277591,196.334136,0.0,23.108280492845523,0.0,23.108280492845523,11.67346126631218,18465.034674607174,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1649189804.0,1649225964.0,0.0,6392061.0
10,2022-04-06,terra1dr5z52yca4fu4wye2ahwfvhngkaf3yw65z2snv,17.852362,265.214127,1.431,18.876579,23.10828049284552,9.411607660290022,32.51988815313554,0.11973603637333251,148.02468072853418,93.9137246248106,0.770594053898622,3692855.356816,29901279.887048,1646658437.0,1649225964.0,249004369.0,118777.0
