,date,addr,user_xprism,user_amps,user_yluna,user_weight,base_apr,boost_apr,total_apr,current_daily_rewards,current_position_size,yluna_price,prism_price,yluna_staked,total_boost_weight,boost_accrual_start_time,boost_accrual_last_updated,active_boost,pending_reward
0,2022-05-08,terra183ul7yvt0yqy8etcufmrppwhn3nzh6jyay00v6,13.891485,390.914962,0.289701,10.099695,18.879238753534633,15.729367744189624,34.60860649772425,0.014258727883837915,21.28500191634161,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,1647115920.0,1651990854.0,352100426.0,3929.0
1,2022-05-08,terra12wg6fxhmv695gd0qwu5pn48kyq7rzqf6dzym5l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,0.0,0.0,0.0,0.0
2,2022-05-08,terra1t6pvejdvxdjyvgtt939pk73exx9kpt5c68mxwz,2282.554922,53092.58307,7.528364,623.657475,18.87923875353463,37.376490843986375,56.255729597521004,0.6023016383268898,1417.255284709016,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,1645772108.0,1651990854.0,51664431539.0,159602.0
3,2022-05-08,terra10z6lm49ncwhrayt4jzsuk8p59eqn932uhaet3h,5520.871687,175711.040376,150.0,5094.823375,18.879238753534626,15.324660969638618,34.203899723173244,7.2964827027516685,10269.037965542824,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,1645651954.0,1651990854.0,173048168182.0,2049479.0
4,2022-05-08,terra16s0ngm356cre0wstmjl3sm5ln0wyr5c6ug8wl0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,0.0,0.0,0.0,0.0
5,2022-05-08,terra12xq8s9uqkf2e5wlezkunrft0vfecygkndzt5ks,72.010459,260.550171,12.106103,35.912377,18.879238753534626,1.3384211432267321,20.217659896761358,0.3480822878710385,660.7943872856537,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,1651365524.0,1651990854.0,106532949.0,97764.0
6,2022-05-08,terra1y2ts8rvf065476rexd3c506u9atk03qjvh2gjt,0.0,0.0,189.962301,0.0,18.879238753534626,0.0,18.879238753534626,5.100333491962778,9860.682143329936,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,0.0,0.0,0.0,1340577.0
7,2022-05-08,terra19m8myr0h3yp9gf9ymr03hkfxr4jle0799dqmk9,104.244874,649.451214,3.916992,49.52515,18.87923875353463,5.70461207316448,24.58385082669911,0.13694597432157585,250.20474555734674,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,1650914128.0,1651990854.0,626179623.0,37739.0
8,2022-05-08,terra1efu9svh233fczlm66ngdwpedfg88k29wth6fhs,731.652744,11339.695957,69.544974,887.472729,18.879238753534633,5.7576103339616,24.636849087496234,2.4366748794535367,3939.009381596225,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,1648603298.0,1651990861.0,11325158379.0,660808.0
9,2022-05-08,terra1tvnvy2axxxfgqw2vejyt6zlqd52jl6e25rhz07,2260.209014,49221.687955,101.620134,2218.011319,18.87923875353463,9.847749585452968,28.726988338987596,4.151609862900158,6291.380848986686,51.9086265612772,0.432973887386675,4594846.709669,48066501.466177,1647537690.0,1651990861.0,48411412366.0,1100053.0
